student_id,gender,age,degree,branch,cgpa,backlogs,internships,certifications,coding_skills,communication_skills,project_count,internship_status,certification_status,placement_year,placement_status,package_lpa,company_name,has_internship,has_certification,total_skill_score,academic_performance_index,employability_score,placement_risk_score,risk_band,student_intervention,intervention_priority,eligible_for_shortlist
9252,Female,21,BE,Information Technology,9.52,2,0,4,4,9,3,No,Yes,2024,Placed,11.63,Capgemini,0,1,13,85.19999999999999,12.81,3.9,Low,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Track,0
9253,Male,20,BSc,Data Science,9.13,3,2,0,7,6,3,Yes,No,2019,Placed,13.49,Adobe,1,0,13,76.30000000000001,11.95,7.2,Low,Clear backlogs early; Add one industry certification,Track,0
9254,Male,24,BTech,Electrical Engineering,6.1,2,2,1,5,5,3,Yes,Yes,2020,Placed,9.24,Capgemini,1,1,10,51.0,11.84,22.4,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
9255,Male,22,BSc,Computer Science,5.74,2,3,3,2,7,2,Yes,Yes,2021,Not Placed,0.0,Unplaced,1,1,9,47.400000000000006,13.7,22.6,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
9256,Female,21,BCA,Artificial Intelligence,7.8,0,3,2,3,6,0,Yes,Yes,2022,Placed,9.23,Accenture,1,1,9,78.0,14.32,0.0,Low,Improve DSA and coding practice; Build more portfolio projects,Track,1
9257,Female,21,BSc,Information Technology,6.72,1,2,4,8,5,3,Yes,Yes,2023,Placed,11.04,Infosys,1,1,13,62.2,17.19,0.0,Low,Clear backlogs early; Raise CGPA above 7.0; Strengthen communication skills,Track,0
9258,Male,24,BE,Electrical Engineering,6.72,1,3,5,10,5,5,Yes,Yes,2024,Placed,14.46,Adobe,1,1,15,62.2,23.19,0.0,Low,Clear backlogs early; Raise CGPA above 7.0; Strengthen communication skills,Track,0
9259,Female,22,BCA,Information Technology,5.88,2,3,0,5,10,3,Yes,No,2019,Placed,8.98,Infosys,1,0,15,48.8,14.95,2.7,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
9260,Male,20,BSc,Artificial Intelligence,9.6,0,1,4,3,6,1,Yes,Yes,2020,Placed,10.73,Cognizant,1,1,9,96.0,13.84,0.0,Low,Improve DSA and coding practice; Build more portfolio projects,Track,1
9261,Male,24,BTech,Information Technology,9.07,3,2,0,8,4,5,Yes,No,2021,Placed,13.57,Microsoft,1,0,12,75.7,13.93,1.6,Low,Clear backlogs early; Strengthen communication skills; Add one industry certification,Track,0
9262,Female,21,BCA,Information Technology,5.99,0,2,0,7,9,5,Yes,No,2022,Placed,11.78,Cognizant,1,0,16,59.900000000000006,18.8,0.0,Low,Raise CGPA above 7.0; Add one industry certification,Track,0
9263,Female,21,BCA,Electrical Engineering,9.27,0,3,2,7,7,3,Yes,Yes,2023,Placed,14.09,Amazon,1,1,14,92.69999999999999,20.51,0.0,Low,Profile is competitive; keep building projects and interview readiness,Track,1
9264,Female,21,BE,Electrical Engineering,8.44,1,2,0,7,5,3,Yes,No,2024,Placed,12.19,Amazon,1,0,12,79.39999999999999,14.28,0.0,Low,Clear backlogs early; Strengthen communication skills; Add one industry certification,Track,0
9265,Male,24,BE,Mechanical Engineering,6.9,3,2,2,5,5,4,Yes,Yes,2019,Placed,10.86,Infosys,1,1,10,54.0,12.66,23.6,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
9266,Male,23,BTech,Computer Science,9.25,1,3,1,4,8,2,Yes,Yes,2020,Placed,11.03,Infosys,1,1,12,87.5,16.2,0.0,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
9267,Female,23,BSc,Mechanical Engineering,8.07,2,0,4,6,6,1,No,Yes,2021,Placed,9.42,Cognizant,0,1,12,70.7,9.43,21.6,Low,Clear backlogs early; Complete an internship; Build more portfolio projects,Track,0
9268,Male,23,BSc,Computer Science,9.15,1,3,0,6,4,2,Yes,No,2022,Placed,11.84,Accenture,1,0,10,86.5,14.56,0.0,Low,Clear backlogs early; Strengthen communication skills; Add one industry certification,Track,0
9269,Female,22,BCA,Computer Science,7.52,0,0,2,6,9,5,No,Yes,2023,Placed,11.38,Capgemini,0,1,15,75.19999999999999,16.61,0.0,Low,Complete an internship,Track,1
9270,Male,24,BCA,Mechanical Engineering,7.65,3,0,1,8,6,5,No,Yes,2024,Placed,11.99,Infosys,0,1,14,61.5,10.96,18.1,Low,Clear backlogs early; Complete an internship,Track,0
9271,Female,21,BSc,Artificial Intelligence,6.75,3,1,4,6,9,3,Yes,Yes,2019,Placed,10.47,Accenture,1,1,15,52.5,13.0,16.5,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
9272,Female,22,BSc,Information Technology,7.17,3,0,1,10,8,4,No,Yes,2020,Placed,11.49,Capgemini,0,1,18,56.7,11.17,11.0,Low,Clear backlogs early; Complete an internship,Track,0
9273,Male,23,BSc,Data Science,7.94,1,2,3,4,5,2,Yes,Yes,2021,Placed,10.75,Cognizant,1,1,9,74.4,14.08,3.4,Low,Clear backlogs early; Improve DSA and coding practice; Strengthen communication skills,Track,0
9274,Female,20,BCA,Mechanical Engineering,9.57,1,3,4,10,8,4,Yes,Yes,2022,Placed,15.61,Amazon,1,1,18,90.7,23.53,0.0,Low,Clear backlogs early,Track,0
9275,Female,22,BE,Mechanical Engineering,8.08,1,2,2,10,6,5,Yes,Yes,2023,Placed,14.45,Amazon,1,1,16,75.8,19.73,0.0,Low,Clear backlogs early,Track,0
9276,Male,22,BE,Artificial Intelligence,6.13,2,0,0,4,4,2,No,No,2024,Not Placed,0.0,Unplaced,0,0,8,51.3,5.05,51.2,Medium,Clear backlogs early; Raise CGPA above 7.0; Complete an internship,Monitor,0
9277,Female,24,BTech,Information Technology,5.53,1,3,2,5,6,2,Yes,Yes,2019,Placed,8.13,Infosys,1,1,11,50.300000000000004,15.11,4.8,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
9278,Male,22,BSc,Electrical Engineering,9.16,2,3,5,7,7,5,Yes,Yes,2020,Placed,15.45,Google,1,1,14,81.6,22.26,0.0,Low,Clear backlogs early,Track,0
9279,Female,24,BSc,Mechanical Engineering,7.07,1,3,2,1,6,1,Yes,Yes,2021,Placed,8.65,Infosys,1,1,7,65.7,12.93,15.6,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
9280,Male,20,BSc,Data Science,6.85,2,3,2,1,6,0,Yes,Yes,2022,Placed,6.84,Tech Mahindra,1,1,7,58.5,10.14,32.9,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
9281,Female,21,BTech,Information Technology,8.94,0,1,4,5,8,1,Yes,Yes,2023,Placed,11.59,Accenture,1,1,13,89.39999999999999,15.18,0.0,Low,Improve DSA and coding practice; Build more portfolio projects,Track,1
9282,Female,21,BSc,Mechanical Engineering,9.57,0,1,4,5,7,3,Yes,Yes,2024,Placed,12.8,Meta,1,1,12,95.7,17.43,0.0,Low,Improve DSA and coding practice,Track,1
9283,Female,23,BE,Electrical Engineering,8.72,3,1,3,1,5,0,Yes,Yes,2019,Placed,8.03,Capgemini,1,1,6,72.2,5.79,50.7,Medium,Clear backlogs early; Improve DSA and coding practice; Strengthen communication skills,Monitor,0
9284,Female,23,BSc,Mechanical Engineering,6.25,0,3,5,7,8,4,Yes,Yes,2020,Placed,12.47,Microsoft,1,1,15,62.5,23.3,0.0,Low,Raise CGPA above 7.0,Track,0
9285,Male,20,BTech,Electrical Engineering,7.18,3,2,1,7,7,2,Yes,Yes,2021,Placed,9.83,Accenture,1,1,14,56.8,11.17,17.9,Low,Clear backlogs early,Track,0
9286,Male,21,BCA,Computer Science,8.77,2,0,5,4,3,0,No,Yes,2022,Placed,8.6,Accenture,0,1,7,77.69999999999999,7.31,36.4,Medium,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Monitor,0
9287,Male,23,BCA,Computer Science,9.4,3,1,2,2,7,0,Yes,Yes,2023,Placed,8.23,Capgemini,1,1,9,79.0,6.46,38.6,Medium,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Monitor,0
9288,Male,22,BE,Mechanical Engineering,9.79,0,2,3,2,7,1,Yes,Yes,2024,Placed,10.27,Capgemini,1,1,9,97.89999999999999,15.12,0.0,Low,Improve DSA and coding practice; Build more portfolio projects,Track,1
9289,Male,24,BE,Artificial Intelligence,7.7,2,1,3,4,7,0,Yes,Yes,2019,Placed,8.64,Infosys,1,1,11,67.0,8.88,26.8,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
9290,Male,23,BE,Computer Science,9.04,3,1,4,2,8,0,Yes,Yes,2020,Not Placed,0.0,Unplaced,1,1,10,75.39999999999999,8.32,33.8,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
9291,Male,20,BCA,Mechanical Engineering,5.7,2,0,1,1,5,0,No,Yes,2021,Not Placed,0.0,Unplaced,0,1,6,47.0,2.48,68.8,High,Clear backlogs early; Raise CGPA above 7.0; Complete an internship,Immediate,0
9292,Female,21,BSc,Electrical Engineering,6.73,2,3,3,1,7,1,Yes,Yes,2022,Not Placed,0.0,Unplaced,1,1,8,57.30000000000001,12.49,24.6,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
9293,Female,20,BTech,Information Technology,7.1,0,2,0,8,4,0,Yes,No,2023,Placed,8.93,Infosys,1,0,12,71.0,11.64,0.0,Low,Strengthen communication skills; Build more portfolio projects; Add one industry certification,Track,1
9294,Female,24,BTech,Electrical Engineering,9.69,2,1,3,2,7,1,Yes,Yes,2024,Placed,9.58,Infosys,1,1,9,86.89999999999999,10.08,18.9,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
9295,Female,24,BSc,Data Science,5.51,1,3,4,9,9,5,Yes,Yes,2019,Placed,13.39,Adobe,1,1,18,50.099999999999994,23.1,0.0,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
9296,Male,20,BCA,Computer Science,6.82,0,2,2,2,5,0,Yes,Yes,2020,Not Placed,0.0,Unplaced,1,1,7,68.2,11.13,16.1,Low,Raise CGPA above 7.0; Improve DSA and coding practice; Strengthen communication skills,Track,1
9297,Male,23,BCA,Mechanical Engineering,9.5,3,1,4,4,5,0,Yes,Yes,2021,Placed,9.53,Capgemini,1,1,9,80.0,8.1,32.0,Low,Clear backlogs early; Improve DSA and coding practice; Strengthen communication skills,Track,0
9298,Male,23,BTech,Computer Science,6.82,1,3,4,7,5,2,Yes,Yes,2022,Placed,10.89,Infosys,1,1,12,63.2,17.63,0.0,Low,Clear backlogs early; Raise CGPA above 7.0; Strengthen communication skills,Track,0
9299,Female,21,BE,Electrical Engineering,6.47,0,0,1,7,7,5,No,Yes,2023,Placed,9.76,Cognizant,0,1,14,64.7,14.99,0.0,Low,Raise CGPA above 7.0; Complete an internship,Track,0
9300,Male,21,BE,Electrical Engineering,8.64,2,1,5,10,5,4,Yes,Yes,2024,Placed,14.62,Google,1,1,15,76.4,17.26,0.0,Low,Clear backlogs early; Strengthen communication skills,Track,0
9301,Female,22,BTech,Information Technology,8.7,3,3,0,8,7,3,Yes,No,2019,Placed,13.13,Microsoft,1,0,15,72.0,14.58,0.0,Low,Clear backlogs early; Add one industry certification,Track,0
9302,Male,22,BTech,Artificial Intelligence,7.53,2,0,0,3,8,2,No,No,2020,Not Placed,0.0,Unplaced,0,0,11,65.3,6.81,34.8,Low,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Track,0
9303,Male,21,BSc,Mechanical Engineering,9.57,2,3,5,1,7,0,Yes,Yes,2021,Placed,11.5,Infosys,1,1,8,85.7,14.03,7.6,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
9304,Male,22,BSc,Information Technology,6.37,3,1,1,4,4,2,Yes,Yes,2022,Not Placed,0.0,Unplaced,1,1,8,48.7,6.45,51.8,Medium,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Monitor,0
9305,Male,20,BSc,Data Science,9.43,3,0,1,3,8,0,No,Yes,2023,Placed,7.71,Cognizant,0,1,11,79.3,4.47,41.4,Medium,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Monitor,0
9306,Female,23,BSc,Mechanical Engineering,8.75,0,1,3,4,8,1,Yes,Yes,2024,Placed,9.11,Capgemini,1,1,12,87.5,13.9,0.0,Low,Improve DSA and coding practice; Build more portfolio projects,Track,1
9307,Female,22,BSc,Data Science,7.08,0,3,5,6,8,2,Yes,Yes,2019,Placed,10.6,Capgemini,1,1,14,70.8,20.83,0.0,Low,Profile is competitive; keep building projects and interview readiness,Track,1
9308,Male,22,BSc,Artificial Intelligence,8.97,2,3,0,1,7,1,Yes,No,2020,Placed,9.06,Infosys,1,0,8,79.7,10.99,17.2,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
9309,Female,20,BE,Mechanical Engineering,6.07,0,1,4,1,7,1,Yes,Yes,2021,Placed,6.62,TCS,1,1,8,60.7,12.03,18.6,Low,Raise CGPA above 7.0; Improve DSA and coding practice; Build more portfolio projects,Track,0
9310,Male,24,BTech,Mechanical Engineering,6.06,1,1,5,2,8,1,Yes,Yes,2022,Not Placed,0.0,Unplaced,1,1,10,55.599999999999994,12.12,21.6,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
9311,Male,21,BCA,Information Technology,9.5,3,2,3,10,9,4,Yes,Yes,2023,Placed,15.69,Meta,1,1,19,80.0,18.1,0.0,Low,Clear backlogs early,Track,0
9312,Male,20,BSc,Computer Science,5.91,2,2,0,10,5,5,Yes,No,2024,Placed,11.71,Accenture,1,0,15,49.1,15.36,0.0,Low,Clear backlogs early; Raise CGPA above 7.0; Strengthen communication skills,Track,0
9313,Male,24,BE,Mechanical Engineering,5.52,1,1,5,3,8,0,Yes,Yes,2019,Not Placed,0.0,Unplaced,1,1,11,50.199999999999996,11.11,24.9,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
9314,Female,20,BTech,Artificial Intelligence,7.17,1,3,2,5,6,3,Yes,Yes,2020,Placed,10.78,Infosys,1,1,11,66.7,16.97,0.0,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
9315,Male,23,BTech,Mechanical Engineering,5.95,3,3,4,9,6,3,Yes,Yes,2021,Placed,12.41,Google,1,1,15,44.5,16.68,2.3,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
9316,Male,20,BTech,Mechanical Engineering,9.21,0,3,5,6,4,4,Yes,Yes,2022,Placed,14.81,Microsoft,1,1,10,92.10000000000001,22.48,0.0,Low,Strengthen communication skills,Track,1
9317,Female,20,BSc,Mechanical Engineering,9.47,1,2,4,5,6,5,Yes,Yes,2023,Placed,13.38,Google,1,1,11,89.7,19.89,0.0,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
9318,Male,23,BSc,Mechanical Engineering,7.57,2,3,3,8,5,5,Yes,Yes,2024,Placed,14.37,Adobe,1,1,13,65.7,19.63,0.0,Low,Clear backlogs early; Strengthen communication skills,Track,0
9319,Female,21,BCA,Artificial Intelligence,7.33,1,2,0,1,6,0,Yes,No,2019,Placed,6.91,Wipro,1,0,7,68.3,8.23,30.0,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
9320,Male,24,BSc,Information Technology,7.82,3,3,1,7,5,3,Yes,Yes,2020,Placed,11.24,Accenture,1,1,12,63.2,13.83,8.1,Low,Clear backlogs early; Strengthen communication skills,Track,0
9321,Male,22,BTech,Computer Science,6.47,0,1,2,8,6,3,Yes,Yes,2021,Placed,10.03,Infosys,1,1,14,64.7,15.39,0.0,Low,Raise CGPA above 7.0,Track,0
9322,Male,21,BTech,Artificial Intelligence,6.78,0,3,4,9,6,4,Yes,Yes,2022,Placed,12.89,Adobe,1,1,15,67.8,22.71,0.0,Low,Raise CGPA above 7.0,Track,1
9323,Male,20,BE,Artificial Intelligence,5.93,2,1,1,9,7,5,Yes,Yes,2023,Placed,10.89,Accenture,1,1,16,49.3,14.57,1.4,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
9324,Male,22,BE,Data Science,7.42,2,1,1,8,4,5,Yes,Yes,2024,Placed,11.47,Infosys,1,1,12,64.2,13.57,5.5,Low,Clear backlogs early; Strengthen communication skills,Track,0
9325,Male,23,BCA,Computer Science,8.13,2,3,1,10,4,5,Yes,Yes,2019,Placed,14.92,Microsoft,1,1,14,71.30000000000001,18.65,0.0,Low,Clear backlogs early; Strengthen communication skills,Track,0
9326,Female,21,BE,Information Technology,9.5,2,2,1,3,7,4,Yes,Yes,2020,Placed,11.01,Accenture,1,1,10,85.0,14.4,0.0,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
9327,Male,24,BCA,Electrical Engineering,8.68,2,2,3,6,5,3,Yes,Yes,2021,Placed,12.65,Meta,1,1,11,76.8,14.87,0.0,Low,Clear backlogs early; Strengthen communication skills,Track,0
9328,Female,21,BE,Information Technology,8.61,1,2,5,5,8,2,Yes,Yes,2022,Placed,13.39,Microsoft,1,1,13,81.1,17.54,0.0,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
9329,Female,21,BTech,Electrical Engineering,6.82,1,3,5,3,7,0,Yes,Yes,2023,Placed,9.37,Accenture,1,1,10,63.2,15.23,4.1,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
9330,Male,22,BSc,Data Science,9.32,3,1,4,2,7,1,Yes,Yes,2024,Placed,10.55,Cognizant,1,1,9,78.2,9.23,31.1,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
9331,Female,23,BSc,Data Science,9.57,0,2,1,2,9,1,Yes,Yes,2019,Placed,9.69,Cognizant,1,1,11,95.7,14.23,0.0,Low,Improve DSA and coding practice; Build more portfolio projects,Track,1
9332,Male,23,BCA,Artificial Intelligence,9.51,1,2,1,10,6,5,Yes,Yes,2020,Placed,14.73,Microsoft,1,1,16,90.1,19.5,0.0,Low,Clear backlogs early,Track,0
9333,Female,21,BSc,Information Technology,5.67,2,0,0,10,6,4,No,No,2021,Placed,9.48,Capgemini,0,0,16,46.7,10.47,16.0,Low,Clear backlogs early; Raise CGPA above 7.0; Complete an internship,Track,0
9334,Male,23,BSc,Electrical Engineering,8.1,3,3,4,10,8,3,Yes,Yes,2022,Placed,15.01,Google,1,1,18,66.0,18.74,0.0,Low,Clear backlogs early,Track,0
9335,Female,22,BE,Information Technology,8.27,2,3,5,4,7,2,Yes,Yes,2023,Placed,11.92,Accenture,1,1,11,72.69999999999999,17.11,0.0,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
9336,Female,22,BTech,Electrical Engineering,6.77,0,3,2,9,6,2,Yes,Yes,2024,Placed,11.73,Infosys,1,1,15,67.69999999999999,18.71,0.0,Low,Raise CGPA above 7.0,Track,1
9337,Male,24,BSc,Information Technology,9.77,2,0,1,2,9,2,No,Yes,2019,Placed,9.53,Accenture,0,1,11,87.69999999999999,8.51,20.4,Low,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Track,0
9338,Female,23,BTech,Artificial Intelligence,6.75,3,1,3,5,6,2,Yes,Yes,2020,Placed,8.96,Infosys,1,1,11,52.5,9.4,35.5,Medium,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Monitor,0
9339,Male,24,BE,Electrical Engineering,6.43,3,1,5,8,7,5,Yes,Yes,2021,Placed,11.21,Capgemini,1,1,15,49.3,16.07,6.4,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
9340,Male,20,BE,Information Technology,7.58,3,2,1,10,7,4,Yes,Yes,2022,Placed,13.47,Adobe,1,1,17,60.8,14.93,0.0,Low,Clear backlogs early,Track,0
9341,Male,22,BSc,Mechanical Engineering,6.89,0,0,1,2,5,0,No,Yes,2023,Placed,5.63,Wipro,0,1,7,68.89999999999999,6.36,33.7,Low,Raise CGPA above 7.0; Complete an internship; Improve DSA and coding practice,Track,1
9342,Male,21,BSc,Data Science,9.47,1,0,5,7,7,2,No,Yes,2024,Placed,12.94,Google,0,1,14,89.7,14.29,0.0,Low,Clear backlogs early; Complete an internship,Track,0
9343,Male,22,BE,Data Science,7.39,1,1,1,6,9,4,Yes,Yes,2019,Placed,10.68,Accenture,1,1,15,68.89999999999999,15.06,0.0,Low,Clear backlogs early,Track,0
9344,Female,20,BE,Electrical Engineering,7.26,3,2,4,1,7,0,Yes,Yes,2020,Placed,7.31,Wipro,1,1,8,57.599999999999994,8.8,43.4,Medium,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Monitor,0
9345,Female,21,BCA,Data Science,8.19,1,3,4,7,7,0,Yes,Yes,2021,Placed,12.1,Adobe,1,1,14,76.89999999999999,16.58,0.0,Low,Clear backlogs early; Build more portfolio projects,Track,0
9346,Female,23,BCA,Data Science,5.85,0,3,1,10,6,5,Yes,Yes,2022,Placed,12.68,Amazon,1,1,16,58.5,21.54,0.0,Low,Raise CGPA above 7.0,Track,0
9347,Male,23,BTech,Mechanical Engineering,8.75,2,3,3,9,7,5,Yes,Yes,2023,Placed,15.63,Microsoft,1,1,16,77.5,21.3,0.0,Low,Clear backlogs early,Track,0
9348,Female,22,BE,Computer Science,8.8,0,1,2,1,8,1,Yes,Yes,2024,Placed,8.9,Cognizant,1,1,9,88.0,11.92,3.2,Low,Improve DSA and coding practice; Build more portfolio projects,Track,1
9349,Female,21,BTech,Information Technology,7.54,1,3,0,2,7,0,Yes,No,2019,Placed,7.64,Capgemini,1,0,9,70.4,11.12,13.8,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
9350,Female,21,BE,Electrical Engineering,9.61,0,2,2,7,6,2,Yes,Yes,2020,Placed,12.72,Adobe,1,1,13,96.1,17.04,0.0,Low,Profile is competitive; keep building projects and interview readiness,Track,1
9351,Female,24,BTech,Data Science,7.99,2,0,5,1,7,1,No,Yes,2021,Placed,6.31,Tech Mahindra,0,1,8,69.9,8.6,37.1,Medium,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Monitor,0
9352,Female,20,BCA,Information Technology,8.49,0,2,3,2,7,0,Yes,Yes,2022,Placed,9.94,Capgemini,1,1,9,84.9,13.4,0.0,Low,Improve DSA and coding practice; Build more portfolio projects,Track,1
9353,Male,23,BE,Information Technology,9.47,1,0,5,3,5,0,No,Yes,2023,Placed,9.46,Accenture,0,1,8,89.7,9.49,18.2,Low,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Track,0
9354,Male,22,BE,Mechanical Engineering,8.37,2,3,5,2,7,0,Yes,Yes,2024,Placed,9.76,Cognizant,1,1,9,73.69999999999999,13.95,10.8,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
9355,Female,21,BTech,Information Technology,7.36,1,0,5,2,3,0,No,Yes,2019,Placed,7.69,Infosys,0,1,5,68.60000000000001,7.44,40.8,Medium,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Monitor,0
9356,Male,23,BTech,Data Science,5.61,2,3,5,2,7,0,Yes,Yes,2020,Not Placed,0.0,Unplaced,1,1,9,46.1,12.84,27.3,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
9357,Male,22,BSc,Electrical Engineering,8.63,3,0,3,7,7,5,No,Yes,2021,Placed,13.18,Amazon,0,1,14,71.30000000000001,12.95,9.2,Low,Clear backlogs early; Complete an internship,Track,0
9358,Female,23,BSc,Information Technology,9.65,2,1,2,10,8,5,Yes,Yes,2022,Placed,14.16,Amazon,1,1,18,86.5,17.66,0.0,Low,Clear backlogs early,Track,0
9359,Female,22,BCA,Mechanical Engineering,7.52,1,1,2,4,6,3,Yes,Yes,2023,Placed,9.12,Capgemini,1,1,10,70.19999999999999,12.71,8.9,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
9360,Male,23,BE,Electrical Engineering,6.96,3,1,5,4,7,0,Yes,Yes,2024,Not Placed,0.0,Unplaced,1,1,11,54.599999999999994,8.68,39.2,Medium,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Monitor,0
9361,Female,24,BE,Electrical Engineering,7.73,3,2,1,8,9,4,Yes,Yes,2019,Placed,12.52,Microsoft,1,1,17,62.30000000000001,14.99,0.0,Low,Clear backlogs early,Track,0
9362,Male,20,BTech,Electrical Engineering,8.63,1,1,2,5,9,2,Yes,Yes,2020,Placed,9.75,Cognizant,1,1,14,81.30000000000001,13.55,0.0,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
9363,Male,23,BCA,Data Science,5.5,1,0,5,1,6,0,No,Yes,2021,Not Placed,0.0,Unplaced,0,1,7,50.0,7.5,47.0,Medium,Clear backlogs early; Raise CGPA above 7.0; Complete an internship,Monitor,0
9364,Female,20,BE,Mechanical Engineering,9.32,0,3,2,2,7,1,Yes,Yes,2022,Placed,10.24,Accenture,1,1,9,93.2,16.13,0.0,Low,Improve DSA and coding practice; Build more portfolio projects,Track,1
9365,Male,23,BCA,Artificial Intelligence,9.31,1,1,1,10,8,5,Yes,Yes,2023,Placed,13.71,Meta,1,1,18,88.10000000000001,18.22,0.0,Low,Clear backlogs early,Track,0
9366,Male,21,BSc,Computer Science,7.83,2,3,3,3,4,3,Yes,Yes,2024,Placed,11.02,Capgemini,1,1,7,68.3,14.93,11.0,Low,Clear backlogs early; Improve DSA and coding practice; Strengthen communication skills,Track,0
9367,Male,24,BTech,Information Technology,6.03,3,0,4,4,6,2,No,Yes,2019,Not Placed,0.0,Unplaced,0,1,10,45.300000000000004,7.51,49.8,Medium,Clear backlogs early; Raise CGPA above 7.0; Complete an internship,Monitor,0
9368,Female,24,BE,Information Technology,8.39,0,1,1,9,9,5,Yes,Yes,2020,Placed,12.61,Amazon,1,1,18,83.9,19.36,0.0,Low,Profile is competitive; keep building projects and interview readiness,Track,1
9369,Female,20,BTech,Information Technology,6.09,0,2,2,10,8,2,Yes,Yes,2021,Placed,12.55,Adobe,1,1,18,60.9,17.64,0.0,Low,Raise CGPA above 7.0,Track,0
9370,Female,21,BSc,Artificial Intelligence,7.68,0,2,0,10,7,5,Yes,No,2022,Placed,14.44,Google,1,0,17,76.8,19.87,0.0,Low,Add one industry certification,Track,1
9371,Female,22,BCA,Electrical Engineering,5.9,3,0,2,5,4,2,No,Yes,2023,Not Placed,0.0,Unplaced,0,1,9,44.0,5.46,56.6,Medium,Clear backlogs early; Raise CGPA above 7.0; Complete an internship,Monitor,0
9372,Male,24,BCA,Electrical Engineering,8.03,0,1,0,6,6,1,Yes,No,2024,Placed,8.56,Accenture,1,0,12,80.3,11.21,0.0,Low,Build more portfolio projects; Add one industry certification,Track,1
9373,Female,21,BSc,Computer Science,6.87,3,1,1,3,6,2,Yes,Yes,2019,Not Placed,0.0,Unplaced,1,1,9,53.7,7.05,46.8,Medium,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Monitor,0
9374,Female,21,BSc,Mechanical Engineering,9.07,3,0,4,2,7,0,No,Yes,2020,Placed,7.29,TCS,0,1,9,75.7,5.93,44.6,Medium,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Monitor,0
9375,Female,20,BE,Artificial Intelligence,8.94,0,2,4,2,5,1,Yes,Yes,2021,Placed,9.26,Accenture,1,1,7,89.39999999999999,14.78,0.0,Low,Improve DSA and coding practice; Strengthen communication skills; Build more portfolio projects,Track,1
9376,Female,21,BE,Artificial Intelligence,9.79,3,1,0,6,5,3,Yes,No,2022,Not Placed,0.0,Unplaced,1,0,11,82.89999999999999,9.42,18.3,Low,Clear backlogs early; Strengthen communication skills; Add one industry certification,Track,0
